id,host_identity_verified,neighbourhood_group,cancellation_policy,room_type,construction_year,price_us_dol,service_fee,minimum_nights,number_of_reviews,review_rate_number
21977138,unconfirmed,manhattan,flexible,entire home/apt,2012,146,29,3,0,5
27968488,unconfirmed,brooklyn,strict,entire home/apt,2006,658,132,3,0,4
22876834,verified,manhattan,moderate,entire home/apt,2007,136,27,4,4,2
31446874,unconfirmed,brooklyn,flexible,entire home/apt,2003,757,151,5,148,5
5869861,verified,brooklyn,strict,entire home/apt,2012,679,136,3,27,2
31038172,unconfirmed,manhattan,strict,private room,2006,629,126,1,12,4
11595002,verified,manhattan,strict,entire home/apt,2005,80,16,3,20,2
19529896,unconfirmed,manhattan,moderate,entire home/apt,2004,311,62,3,1,2
1446490,unconfirmed,brooklyn,flexible,entire home/apt,2021,656,131,2,40,3
35003686,unconfirmed,manhattan,moderate,entire home/apt,2014,1109,222,7,1,3
10317532,verified,manhattan,flexible,entire home/apt,2020,1045,209,30,8,3
31558990,verified,manhattan,flexible,entire home/apt,2017,1091,218,2,3,2
42068707,unconfirmed,manhattan,moderate,entire home/apt,2004,286,57,29,0,5
8750657,verified,brooklyn,strict,entire home/apt,2009,1116,223,5,2,4
12564841,unconfirmed,brooklyn,strict,private room,2013,185,37,4,43,4
41321998,unconfirmed,brooklyn,flexible,private room,2010,453,91,1,22,5
36946677,verified,manhattan,moderate,private room,2003,811,162,2,216,2
53580296,unconfirmed,brooklyn,moderate,private room,2020,500,100,1,5,3
30447763,verified,brooklyn,moderate,entire home/apt,2018,598,120,2,21,2
23260683,verified,manhattan,moderate,entire home/apt,2006,415,83,30,2,3
37154894,unconfirmed,brooklyn,strict,private room,2017,267,53,30,1,3
14490711,unconfirmed,brooklyn,moderate,private room,2012,1023,205,2,11,2
1829786,unconfirmed,manhattan,strict,private room,2007,564,113,5,39,5
5793643,unconfirmed,manhattan,flexible,entire home/apt,2007,198,40,1,4,3
17587457,verified,bronx,moderate,private room,2003,456,91,3,20,3
2526236,unconfirmed,brooklyn,flexible,private room,2007,1105,221,2,4,1
14153808,unconfirmed,brooklyn,moderate,entire home/apt,2022,529,106,31,0,4
19470800,unconfirmed,brooklyn,strict,entire home/apt,2013,122,24,5,0,2
22708383,unconfirmed,brooklyn,strict,private room,2020,476,95,3,0,4
56919502,unconfirmed,brooklyn,flexible,entire home/apt,2005,259,52,3,65,2
35766412,verified,brooklyn,moderate,entire home/apt,2022,931,186,2,89,3
9142790,unconfirmed,manhattan,strict,entire home/apt,2017,286,57,30,7,5
38012064,unconfirmed,bronx,strict,entire home/apt,2008,420,84,30,22,3
43811766,verified,queens,moderate,private room,2003,361,72,1,25,1
23444599,unconfirmed,manhattan,flexible,private room,2011,517,103,7,9,4
36371733,verified,manhattan,flexible,entire home/apt,2003,404,81,30,3,5
22554291,verified,brooklyn,moderate,private room,2017,144,29,2,0,4
16924145,verified,manhattan,strict,entire home/apt,2003,931,186,3,5,5
13673860,unconfirmed,manhattan,strict,shared room,2010,152,30,3,0,4
8760046,verified,manhattan,moderate,private room,2021,1078,216,1,2,4
3698769,verified,queens,moderate,private room,2016,1015,203,30,0,1
43580905,verified,brooklyn,flexible,entire home/apt,2005,879,176,3,1,5
42920354,verified,brooklyn,strict,private room,2021,817,163,1,2,3
50209609,unconfirmed,manhattan,flexible,private room,2009,198,40,2,7,3
51576552,verified,brooklyn,moderate,private room,2012,570,114,1,0,5
17491909,unconfirmed,queens,moderate,entire home/apt,2003,445,89,4,1,3
6506110,unconfirmed,brooklyn,strict,shared room,2017,886,177,1,73,3
28400387,verified,brooklyn,strict,entire home/apt,2010,590,118,7,55,5
17225701,verified,brooklyn,flexible,private room,2016,111,22,6,4,2
27200239,unconfirmed,manhattan,strict,entire home/apt,2021,1143,229,14,0,2
46997985,verified,manhattan,moderate,entire home/apt,2018,206,41,30,0,5
38480966,unconfirmed,brooklyn,strict,entire home/apt,2012,515,103,3,23,3
48338969,unconfirmed,manhattan,strict,private room,2018,1147,229,4,22,1
2313049,verified,brooklyn,moderate,entire home/apt,2007,972,194,2,51,1
2595274,verified,brooklyn,moderate,private room,2017,888,178,5,1,3
28011015,verified,manhattan,moderate,entire home/apt,2007,475,95,30,0,5
45592381,unconfirmed,brooklyn,strict,private room,2021,804,161,2,1,2
34616523,unconfirmed,queens,strict,private room,2022,121,24,1,30,2
29316652,unconfirmed,brooklyn,strict,entire home/apt,2016,67,13,2,12,4
31783224,unconfirmed,brooklyn,moderate,private room,2004,499,100,30,185,2
53472045,verified,queens,strict,entire home/apt,2008,557,111,3,29,4
5564439,verified,manhattan,flexible,entire home/apt,2007,970,194,30,13,5
36060235,verified,queens,moderate,private room,2014,930,186,30,4,5
22323430,verified,brooklyn,moderate,entire home/apt,2017,1061,212,3,7,3
33182752,unconfirmed,manhattan,moderate,private room,2018,1138,228,2,16,3
48604625,verified,brooklyn,strict,entire home/apt,2014,475,95,3,0,5
45838707,unconfirmed,brooklyn,moderate,entire home/apt,2006,521,104,1,2,4
44656233,verified,manhattan,strict,private room,2013,1065,213,3,1,5
8992565,unconfirmed,brooklyn,strict,private room,2016,90,18,3,37,4
28168421,unconfirmed,queens,strict,private room,2006,282,56,1,0,2
7206979,unconfirmed,manhattan,strict,private room,2022,1060,212,1,2,1
1269754,unconfirmed,brooklyn,strict,entire home/apt,2010,723,145,2,86,3
32507290,verified,brooklyn,flexible,entire home/apt,2010,630,126,30,8,4
1269202,unconfirmed,bronx,moderate,private room,2003,101,20,4,117,3
2448362,verified,brooklyn,flexible,private room,2018,399,80,1,245,1
13361258,verified,brooklyn,flexible,private room,2021,444,89,5,52,1
39717014,verified,manhattan,flexible,entire home/apt,2015,422,84,30,93,3
53452715,unconfirmed,manhattan,strict,entire home/apt,2019,628,126,2,4,5
45821033,verified,manhattan,flexible,private room,2004,814,163,31,0,4
34477896,verified,manhattan,moderate,private room,2019,292,58,30,163,2
49577226,verified,manhattan,strict,entire home/apt,2019,122,24,30,0,1
39119425,unconfirmed,manhattan,flexible,entire home/apt,2012,431,86,7,7,4
8299428,verified,manhattan,moderate,entire home/apt,2018,525,105,1,0,5
43902343,unconfirmed,manhattan,moderate,entire home/apt,2004,867,173,30,0,4
41387169,verified,brooklyn,flexible,entire home/apt,2012,668,134,2,92,2
14228369,verified,brooklyn,strict,private room,2015,649,130,5,0,5
49015537,unconfirmed,brooklyn,moderate,private room,2022,1170,234,2,150,2
5126465,unconfirmed,manhattan,flexible,entire home/apt,2008,593,119,3,118,2
4422282,verified,brooklyn,moderate,entire home/apt,2022,1171,234,3,15,4
52968900,unconfirmed,brooklyn,flexible,private room,2015,576,115,2,47,3
43939347,verified,brooklyn,strict,entire home/apt,2007,418,84,2,68,5
50502328,unconfirmed,brooklyn,flexible,private room,2006,87,17,1,59,2
11421580,unconfirmed,brooklyn,strict,entire home/apt,2016,1101,220,5,26,2
6773976,unconfirmed,manhattan,flexible,entire home/apt,2020,358,72,3,19,5
15305354,verified,manhattan,flexible,private room,2021,1021,204,3,1,4
5899685,verified,brooklyn,strict,entire home/apt,2012,313,63,2,20,5
6091333,unconfirmed,manhattan,moderate,entire home/apt,2016,787,157,1,0,2
10799138,unconfirmed,manhattan,strict,private room,2006,284,57,2,3,4
10542871,unconfirmed,brooklyn,strict,entire home/apt,2004,64,13,3,2,2
11066451,unconfirmed,manhattan,moderate,entire home/apt,2020,906,181,7,8,4
1493435,unconfirmed,brooklyn,flexible,entire home/apt,2020,144,29,2,320,2
11104560,verified,manhattan,flexible,private room,2007,551,110,2,8,1
31282288,verified,bronx,flexible,private room,2006,776,155,5,40,5
9652563,unconfirmed,brooklyn,strict,private room,2020,554,111,4,4,5
27695100,unconfirmed,manhattan,flexible,private room,2014,267,53,1,1,3
42556940,verified,queens,strict,private room,2011,113,23,1,12,4
41535738,verified,brooklyn,moderate,private room,2021,655,131,1,2,3
4090902,verified,brooklyn,strict,entire home/apt,2011,87,17,1,170,2
42808789,unconfirmed,manhattan,flexible,private room,2020,477,95,4,2,2
46152413,unconfirmed,brooklyn,flexible,entire home/apt,2018,726,145,2,12,3
7127448,unconfirmed,manhattan,moderate,private room,2003,814,163,3,27,4
12437260,verified,brooklyn,moderate,private room,2008,1102,220,2,123,4
53313535,verified,queens,strict,private room,2022,506,101,3,26,2
34751284,verified,manhattan,strict,private room,2007,515,103,30,1,2
8354106,verified,manhattan,moderate,private room,2014,567,113,1,178,4
29394527,unconfirmed,brooklyn,strict,entire home/apt,2013,908,182,3,117,5
31426991,unconfirmed,manhattan,moderate,private room,2011,551,110,2,5,5
29648032,unconfirmed,manhattan,moderate,entire home/apt,2005,140,28,4,56,2
19825377,unconfirmed,manhattan,strict,shared room,2017,71,14,1,39,5
42984421,unconfirmed,manhattan,strict,entire home/apt,2021,586,117,2,8,3
18751706,unconfirmed,brooklyn,strict,entire home/apt,2022,286,57,2,34,3
14891129,unconfirmed,brooklyn,moderate,entire home/apt,2008,487,97,4,7,5
56864272,unconfirmed,queens,flexible,private room,2019,735,147,3,1,2
53130724,unconfirmed,brooklyn,moderate,entire home/apt,2005,917,183,2,31,4
53921617,unconfirmed,manhattan,moderate,entire home/apt,2009,142,28,2,20,3
31389987,unconfirmed,bronx,strict,private room,2014,314,63,2,13,2
11902081,unconfirmed,manhattan,moderate,private room,2011,268,54,1,0,4
53680815,verified,brooklyn,flexible,private room,2021,951,190,7,5,2
21102295,unconfirmed,queens,strict,entire home/apt,2013,843,169,2,52,4
26806449,unconfirmed,manhattan,moderate,private room,2019,141,28,30,0,2
35508488,verified,brooklyn,strict,private room,2013,589,118,30,38,5
27485226,verified,brooklyn,moderate,entire home/apt,2006,575,115,5,0,3
53700145,unconfirmed,brooklyn,strict,entire home/apt,2015,106,21,1,14,2
49867183,unconfirmed,manhattan,flexible,private room,2008,1090,218,4,9,3
18684325,unconfirmed,manhattan,flexible,private room,2018,779,156,2,5,5
35890679,unconfirmed,manhattan,moderate,private room,2011,528,106,30,6,4
42030046,unconfirmed,manhattan,strict,private room,2017,208,42,1,4,2
17817766,verified,manhattan,moderate,entire home/apt,2019,323,65,4,17,2
20215301,unconfirmed,manhattan,flexible,entire home/apt,2014,896,179,3,7,5
46806889,unconfirmed,manhattan,flexible,entire home/apt,2022,819,164,3,3,2
44617019,verified,brooklyn,flexible,entire home/apt,2007,1078,216,2,131,4
37525487,verified,brooklyn,moderate,entire home/apt,2005,1073,215,2,40,5
28665491,verified,manhattan,moderate,entire home/apt,2020,551,110,30,2,3
35516772,verified,brooklyn,flexible,private room,2009,988,198,3,7,4
44688266,verified,brooklyn,moderate,private room,2006,412,82,1,3,2
23399310,verified,manhattan,strict,shared room,2015,768,154,60,0,3
37862390,verified,manhattan,strict,private room,2014,212,42,30,88,3
55048309,verified,manhattan,moderate,entire home/apt,2012,894,179,2,26,3
55259288,verified,brooklyn,moderate,entire home/apt,2003,732,146,2,1,3
7222996,unconfirmed,brooklyn,flexible,entire home/apt,2005,673,135,1,1,2
25338436,unconfirmed,brooklyn,strict,private room,2013,542,108,2,4,2
49658414,verified,manhattan,strict,entire home/apt,2010,694,139,5,2,3
3190101,verified,brooklyn,moderate,entire home/apt,2016,119,24,30,35,2
56176658,unconfirmed,brooklyn,moderate,private room,2014,650,130,5,26,2
48108108,verified,brooklyn,strict,private room,2010,987,197,1,1,2
7039080,verified,manhattan,flexible,entire home/apt,2011,1068,214,30,0,4
1653602,verified,brooklyn,flexible,entire home/apt,2014,593,119,5,4,3
49438598,unconfirmed,manhattan,moderate,entire home/apt,2012,319,64,1,76,5
5262331,unconfirmed,manhattan,moderate,entire home/apt,2015,758,152,5,108,4
52959511,verified,brooklyn,strict,entire home/apt,2010,588,118,7,0,5
32110738,unconfirmed,brooklyn,moderate,entire home/apt,2013,1197,239,5,37,2
6106245,unconfirmed,manhattan,strict,entire home/apt,2013,941,188,2,7,3
35512354,unconfirmed,queens,moderate,entire home/apt,2018,459,92,2,37,2
45408465,unconfirmed,manhattan,strict,entire home/apt,2014,1178,236,30,2,1
34739134,unconfirmed,brooklyn,strict,hotel room,2008,246,49,3,19,4
1678456,verified,brooklyn,strict,entire home/apt,2014,846,169,5,19,3
55671856,verified,brooklyn,flexible,private room,2019,986,197,30,0,3
57003451,unconfirmed,manhattan,moderate,private room,2019,601,120,2,1,1
5020975,unconfirmed,brooklyn,flexible,private room,2013,817,163,14,0,2
6801591,unconfirmed,brooklyn,strict,private room,2008,918,184,1,296,2
15555546,unconfirmed,queens,moderate,private room,2022,528,106,1,77,4
30097605,verified,manhattan,strict,entire home/apt,2011,368,74,1,193,2
51141892,verified,manhattan,strict,private room,2009,72,14,5,11,5
48120811,verified,manhattan,flexible,entire home/apt,2021,564,113,5,1,2
27565309,verified,brooklyn,strict,entire home/apt,2008,751,150,3,2,4
27631033,unconfirmed,queens,moderate,entire home/apt,2020,1128,226,2,0,4
8655662,unconfirmed,brooklyn,flexible,private room,2009,907,181,2,9,5
53847609,verified,brooklyn,moderate,private room,2022,738,148,2,53,2
21400537,unconfirmed,manhattan,strict,entire home/apt,2010,892,178,1,17,4
17432813,verified,brooklyn,moderate,entire home/apt,2015,1107,221,2,3,4
10751088,unconfirmed,manhattan,flexible,entire home/apt,2006,883,177,2,0,3
36832903,verified,manhattan,flexible,entire home/apt,2011,1040,208,1,13,3
7232385,verified,manhattan,moderate,entire home/apt,2015,1047,209,2,1,3
49096725,verified,manhattan,moderate,entire home/apt,2007,282,56,2,7,5
21042646,verified,brooklyn,flexible,private room,2022,273,55,3,6,4
21775548,verified,manhattan,flexible,private room,2019,305,61,2,31,5
10692544,unconfirmed,manhattan,strict,entire home/apt,2008,517,103,3,14,5
16044883,verified,manhattan,strict,private room,2007,858,172,1,27,3
1917049,verified,queens,flexible,entire home/apt,2006,50,10,3,17,1
31948914,verified,manhattan,flexible,entire home/apt,2005,748,150,14,2,5
20821174,verified,manhattan,moderate,entire home/apt,2009,62,12,2,17,5
33290451,unconfirmed,queens,flexible,private room,2012,782,156,1,50,2
5114866,verified,brooklyn,flexible,entire home/apt,2013,841,168,1,0,1
21077441,verified,brooklyn,strict,entire home/apt,2014,458,92,20,4,4
16339812,verified,brooklyn,flexible,entire home/apt,2008,102,20,2,2,4
22921018,verified,manhattan,strict,entire home/apt,2007,1107,221,2,12,3
20481509,verified,brooklyn,strict,entire home/apt,2018,359,72,3,3,5
3224344,unconfirmed,brooklyn,moderate,private room,2013,79,16,1,1,1
43726159,verified,brooklyn,flexible,private room,2012,134,27,4,0,2
37247680,verified,manhattan,strict,entire home/apt,2013,1136,227,30,96,5
27341628,verified,manhattan,strict,entire home/apt,2019,356,71,29,0,3
41128140,verified,manhattan,moderate,entire home/apt,2015,1095,219,2,1,3
26122702,verified,brooklyn,flexible,private room,2018,608,122,1,1,5
6426027,verified,manhattan,strict,entire home/apt,2021,614,123,7,0,1
50298529,verified,manhattan,strict,entire home/apt,2008,839,168,30,0,4
9166539,unconfirmed,manhattan,flexible,entire home/apt,2003,746,149,14,0,2
18448493,unconfirmed,brooklyn,flexible,entire home/apt,2022,122,24,2,26,2
9325049,unconfirmed,brooklyn,flexible,entire home/apt,2010,540,108,4,5,3
27951919,unconfirmed,bronx,moderate,private room,2005,456,91,2,0,5
45992799,verified,brooklyn,flexible,entire home/apt,2014,323,65,2,83,4
13009443,verified,brooklyn,strict,private room,2008,1076,215,1,14,1
6539248,unconfirmed,manhattan,flexible,private room,2016,64,13,1,1,5
46284413,verified,brooklyn,flexible,entire home/apt,2021,503,101,3,2,3
21560151,unconfirmed,brooklyn,flexible,entire home/apt,2009,865,173,2,25,4
6103483,verified,brooklyn,flexible,entire home/apt,2015,1014,203,2,0,2
40760308,verified,queens,moderate,private room,2021,1009,202,1,179,5
37306777,unconfirmed,brooklyn,moderate,entire home/apt,2009,494,99,4,5,4
34685561,unconfirmed,brooklyn,moderate,entire home/apt,2004,263,53,30,5,3
1824815,verified,manhattan,flexible,private room,2017,556,111,3,161,3
29119481,verified,queens,flexible,private room,2010,358,72,7,28,3
13938411,unconfirmed,manhattan,flexible,private room,2012,296,59,2,41,3
50160454,unconfirmed,manhattan,moderate,entire home/apt,2004,183,37,2,5,2
22724400,unconfirmed,manhattan,strict,entire home/apt,2009,239,48,5,1,2
24588412,verified,brooklyn,moderate,entire home/apt,2008,923,185,6,1,4
45958004,verified,brooklyn,moderate,entire home/apt,2013,1006,201,3,4,3
30196466,verified,manhattan,moderate,private room,2009,1031,206,1,23,4
12076056,verified,queens,strict,entire home/apt,2010,469,94,2,78,3
15836114,verified,manhattan,flexible,entire home/apt,2019,288,58,3,4,2
39353600,unconfirmed,manhattan,flexible,entire home/apt,2012,798,160,3,22,2
5454531,verified,manhattan,flexible,entire home/apt,2005,616,123,30,13,2
22937587,verified,brooklyn,flexible,entire home/apt,2010,705,141,21,2,3
33313095,verified,queens,strict,private room,2015,141,28,1,10,5
17526704,unconfirmed,manhattan,strict,entire home/apt,2003,68,14,31,1,3
16532012,verified,manhattan,flexible,private room,2013,743,149,7,1,2
10203759,verified,bronx,moderate,private room,2017,1163,233,2,59,4
36575531,unconfirmed,brooklyn,flexible,entire home/apt,2003,593,119,30,73,3
39261919,unconfirmed,brooklyn,strict,private room,2003,170,34,7,2,5
21635264,unconfirmed,queens,flexible,private room,2008,999,200,6,2,2
39344764,unconfirmed,manhattan,moderate,entire home/apt,2003,453,91,30,92,1
4085932,verified,queens,flexible,private room,2014,1093,219,1,14,3
34586699,unconfirmed,queens,flexible,private room,2008,805,161,32,19,2
1139411,confirmed,staten island,flexible,private room,2006,725,145,2,193,3
38764296,unconfirmed,manhattan,strict,entire home/apt,2006,359,72,2,1,5
2039660,verified,manhattan,flexible,private room,2021,603,121,2,540,1
45091997,verified,brooklyn,flexible,entire home/apt,2019,113,23,3,2,4
6505558,verified,brooklyn,strict,private room,2006,863,173,1,0,3
10565515,verified,brooklyn,moderate,private room,2021,102,20,2,0,1
9980077,unconfirmed,manhattan,moderate,private room,2011,217,43,7,0,2
40148360,verified,manhattan,moderate,entire home/apt,2008,564,113,2,1,2
11091305,unconfirmed,brooklyn,strict,entire home/apt,2013,462,92,2,7,3
14648669,verified,manhattan,strict,entire home/apt,2014,929,186,3,7,4
15970875,verified,brooklyn,strict,entire home/apt,2004,1080,216,30,12,3
46990805,unconfirmed,queens,moderate,private room,2016,51,10,2,8,3
29395631,unconfirmed,manhattan,moderate,entire home/apt,2007,121,24,3,214,4
25910618,unconfirmed,queens,moderate,entire home/apt,2003,1122,224,30,0,5
11496141,verified,brooklyn,strict,private room,2017,325,65,4,2,1
10273348,verified,manhattan,strict,private room,2018,926,185,5,27,2
12505193,verified,manhattan,moderate,private room,2006,842,168,3,0,2
43214730,unconfirmed,manhattan,flexible,private room,2016,1129,226,1,154,4
7448886,verified,manhattan,moderate,entire home/apt,2012,1072,214,8,3,4
51625154,verified,brooklyn,moderate,entire home/apt,2006,205,41,5,4,4
54244713,unconfirmed,queens,strict,private room,2009,182,36,1,27,3
27447669,verified,manhattan,strict,private room,2019,508,102,1,1,2
21939581,verified,manhattan,flexible,entire home/apt,2008,739,148,3,8,3
19273629,verified,brooklyn,strict,entire home/apt,2014,408,82,5,2,3
2651056,unconfirmed,manhattan,moderate,private room,2017,881,176,1,0,4
38246239,verified,brooklyn,strict,private room,2005,939,188,30,54,5
36720234,verified,manhattan,flexible,entire home/apt,2017,435,87,30,7,4
24705500,unconfirmed,brooklyn,strict,shared room,2003,328,66,30,0,5
20158966,unconfirmed,staten island,moderate,private room,2015,67,13,3,6,2
18986986,verified,brooklyn,moderate,private room,2013,547,109,2,16,5
40849781,verified,brooklyn,flexible,private room,2020,638,128,1,2,1
18190569,verified,brooklyn,moderate,entire home/apt,2006,475,95,3,7,4
35807834,unconfirmed,brooklyn,strict,entire home/apt,2003,1188,238,3,9,4
38332398,unconfirmed,brooklyn,flexible,entire home/apt,2009,912,182,7,250,3
54724662,verified,manhattan,flexible,entire home/apt,2018,549,110,3,8,4
51949354,verified,brooklyn,strict,entire home/apt,2020,900,180,4,42,3
31804212,unconfirmed,brooklyn,moderate,entire home/apt,2018,1157,231,6,63,4
33329664,verified,manhattan,strict,private room,2021,1107,221,1,13,5
16256414,verified,manhattan,strict,entire home/apt,2020,1004,201,2,21,4
26620876,verified,brooklyn,strict,private room,2003,562,112,1,2,3
43121391,unconfirmed,brooklyn,flexible,entire home/apt,2015,414,83,30,6,1
30134609,verified,queens,flexible,private room,2007,460,92,1,21,3
34864506,unconfirmed,brooklyn,flexible,private room,2017,413,83,30,1,2
15673186,verified,queens,flexible,private room,2010,878,176,2,43,2
41363972,verified,brooklyn,strict,entire home/apt,2020,710,142,3,2,5
47388461,unconfirmed,manhattan,strict,entire home/apt,2017,1028,206,2,2,3
31477250,unconfirmed,queens,moderate,private room,2022,390,78,1,22,4
19234968,verified,manhattan,strict,entire home/apt,2004,723,145,1,0,2
47212277,unconfirmed,brooklyn,flexible,entire home/apt,2017,940,188,2,91,5
31334757,verified,brooklyn,strict,entire home/apt,2014,412,82,8,129,3
42613827,unconfirmed,manhattan,strict,entire home/apt,2004,474,95,30,0,2
41941678,verified,brooklyn,flexible,private room,2007,585,117,1,14,2
46178924,unconfirmed,manhattan,moderate,private room,2017,1153,231,1,0,1
33249581,unconfirmed,manhattan,moderate,entire home/apt,2011,730,146,5,13,3
5584321,unconfirmed,manhattan,strict,entire home/apt,2008,53,11,30,3,1
49499904,unconfirmed,manhattan,flexible,entire home/apt,2006,160,32,2,19,4
53141770,unconfirmed,brooklyn,strict,entire home/apt,2017,165,33,3,7,4
23476632,verified,manhattan,moderate,entire home/apt,2007,219,44,24,0,2
9476932,unconfirmed,brooklyn,strict,private room,2010,271,54,3,11,4
14381356,confirmed,manhattan,moderate,entire home/apt,2022,367,73,2,33,3
5216490,unconfirmed,manhattan,moderate,entire home/apt,2020,920,184,7,6,5
31505970,verified,queens,strict,entire home/apt,2007,96,19,5,36,3
41618583,unconfirmed,manhattan,flexible,entire home/apt,2009,817,163,1,8,3
29228837,verified,brooklyn,moderate,private room,2022,754,151,2,32,3
39756779,verified,brooklyn,flexible,entire home/apt,2010,498,100,3,36,2
6719298,unconfirmed,manhattan,strict,private room,2007,1143,229,2,114,4
4247755,unconfirmed,manhattan,strict,entire home/apt,2008,427,85,8,9,2
1557502,unconfirmed,manhattan,flexible,entire home/apt,2016,165,33,5,0,2
46055761,unconfirmed,bronx,flexible,entire home/apt,2008,646,129,2,2,3
18661681,unconfirmed,brooklyn,strict,entire home/apt,2020,566,113,1,1,5
10749431,unconfirmed,brooklyn,moderate,private room,2008,310,62,2,0,1
42649727,unconfirmed,manhattan,flexible,private room,2008,867,173,1,2,4
8996983,unconfirmed,manhattan,strict,entire home/apt,2015,798,160,1,3,5
28054647,unconfirmed,manhattan,flexible,entire home/apt,2019,1191,238,2,0,4
38039679,verified,brooklyn,flexible,private room,2018,824,165,60,11,4
33596977,unconfirmed,manhattan,strict,entire home/apt,2022,110,22,4,27,3
7345606,unconfirmed,manhattan,flexible,private room,2022,1189,238,1,16,1
51650560,verified,brooklyn,flexible,entire home/apt,2022,929,186,5,0,5
40235071,unconfirmed,manhattan,moderate,entire home/apt,2011,654,131,30,0,1
2356128,unconfirmed,brooklyn,moderate,entire home/apt,2004,1112,222,4,27,5
11715404,unconfirmed,brooklyn,flexible,private room,2016,214,43,5,19,4
45685168,unconfirmed,brooklyn,flexible,private room,2011,1059,212,1,194,3
34592774,unconfirmed,queens,strict,private room,2018,255,51,2,65,3
35595751,verified,manhattan,moderate,entire home/apt,2014,794,159,30,1,3
12564289,verified,queens,flexible,private room,2010,603,121,3,23,4
6117843,verified,manhattan,flexible,entire home/apt,2003,1081,216,4,1,5
50734846,verified,manhattan,flexible,entire home/apt,2006,820,164,3,21,5
12670883,verified,brooklyn,flexible,entire home/apt,2011,1189,238,1,0,2
16525384,verified,manhattan,moderate,entire home/apt,2004,615,123,30,2,2
19610532,unconfirmed,manhattan,moderate,entire home/apt,2006,156,31,5,36,4
5594815,verified,bronx,strict,entire home/apt,2006,1069,214,4,107,2
18460644,unconfirmed,queens,strict,private room,2007,92,18,2,17,4
38509134,unconfirmed,manhattan,moderate,private room,2016,130,26,30,115,3
11638634,unconfirmed,manhattan,flexible,entire home/apt,2005,249,50,4,16,1
53883509,verified,queens,flexible,private room,2007,364,73,6,26,3
36972635,unconfirmed,brooklyn,moderate,entire home/apt,2007,253,51,1,2,4
16984898,unconfirmed,brooklyn,strict,private room,2005,667,133,2,57,5
16931877,verified,manhattan,flexible,private room,2018,516,103,2,2,4
4883453,verified,brooklyn,flexible,entire home/apt,2008,439,88,4,119,5
48250049,unconfirmed,manhattan,moderate,entire home/apt,2020,1169,234,3,30,2
22027949,verified,brooklyn,moderate,private room,2010,165,33,2,30,5
48016426,unconfirmed,brooklyn,strict,entire home/apt,2009,829,166,3,87,4
16288448,unconfirmed,brooklyn,moderate,private room,2006,224,45,1,21,5
42245995,verified,manhattan,moderate,private room,2021,157,31,1,3,5
45851962,verified,manhattan,flexible,entire home/apt,2009,824,165,2,1,2
3063072,verified,manhattan,strict,entire home/apt,2020,230,46,2,0,2
20865358,verified,brooklyn,strict,private room,2022,290,58,5,1,4
1951292,verified,manhattan,strict,private room,2009,252,50,3,2,1
19210667,verified,manhattan,strict,entire home/apt,2003,243,49,30,0,3
35650429,unconfirmed,queens,flexible,private room,2016,773,155,30,8,2
53567593,verified,brooklyn,moderate,entire home/apt,2013,583,117,2,19,4
46606956,verified,brooklyn,moderate,entire home/apt,2016,505,101,3,5,5
42042197,unconfirmed,queens,strict,private room,2021,1099,220,30,0,4
7521790,verified,brooklyn,strict,entire home/apt,2017,249,50,7,19,5
25233499,unconfirmed,manhattan,strict,private room,2019,315,63,1,11,3
47517147,verified,brooklyn,flexible,private room,2019,633,127,5,0,4
27072105,verified,queens,strict,private room,2021,489,98,2,1,5
24364178,verified,manhattan,flexible,entire home/apt,2021,671,134,30,6,4
29492836,unconfirmed,brooklyn,flexible,entire home/apt,2007,230,46,2,12,2
39689399,unconfirmed,manhattan,strict,private room,2005,230,46,1,137,3
48087120,verified,brooklyn,strict,entire home/apt,2004,494,99,3,2,4
30876900,unconfirmed,brooklyn,moderate,entire home/apt,2022,107,21,3,91,4
43997339,unconfirmed,manhattan,flexible,entire home/apt,2011,707,141,3,79,1
1380214,verified,brooklyn,strict,entire home/apt,2022,627,125,1,2,5
27352121,unconfirmed,brooklyn,moderate,entire home/apt,2015,283,57,1,1,4
52168617,unconfirmed,manhattan,strict,entire home/apt,2008,1058,212,3,9,2
4262668,verified,queens,moderate,entire home/apt,2003,1197,239,1,34,4
24433768,verified,brooklyn,moderate,private room,2003,559,112,2,0,3
46238020,verified,brooklyn,flexible,private room,2019,639,128,3,1,5
56912874,unconfirmed,brooklyn,flexible,private room,2012,636,127,2,82,5
56576524,unconfirmed,brooklyn,moderate,private room,2008,871,174,7,0,1
9126221,unconfirmed,manhattan,flexible,shared room,2004,707,141,1,32,2
28841674,unconfirmed,queens,strict,entire home/apt,2006,913,183,2,4,2
36041457,verified,queens,strict,private room,2016,224,45,1,74,3
1290741,verified,manhattan,flexible,entire home/apt,2014,858,172,7,39,2
33504743,unconfirmed,queens,moderate,entire home/apt,2007,341,68,5,13,2
7124686,unconfirmed,brooklyn,flexible,entire home/apt,2010,1105,221,6,3,1
12533360,verified,brooklyn,strict,entire home/apt,2010,528,106,3,77,1
44738525,verified,queens,strict,private room,2007,799,160,2,129,4
21725841,verified,manhattan,flexible,entire home/apt,2003,256,51,11,3,3
36700351,verified,manhattan,moderate,private room,2006,523,105,1,2,5
39284563,verified,manhattan,flexible,entire home/apt,2011,855,171,2,319,5
11504425,unconfirmed,bronx,strict,private room,2010,449,90,3,1,4
